slug,name,category,tvl,tvl_change_1d,tvl_change_7d,tvl_change_30d,tvl_change_90d,volume_24h,volume_7d,volume_30d,volume_change_7d,volume_change_30d,aggregator_volume_24h,aggregator_volume_30d,fees_24h,fees_30d,fees_change_30d,revenue_24h,revenue_30d,mcap,capital_turnover,momentum
stonkfun,StonkFun,Launchpad,,,,,,56536330.0,279383077.0,479626335.0,62.56,,,,1268952.0,20093244.0,2011.48,1268952.0,20093244.0,,,94.2
humidifi,HumidiFi,Dexs,,,,,,40452808.0,1490145874.0,3379465679.0,8.84,40.2,,,0.0,395890.0,490.31,0.0,395890.0,,,78.1
solfi-v2,SolFi V2,Dexs,,,,,,33627415.0,247406486.0,911102150.0,12.74,-32.88,,,,,,,,,,45.6
whalestreet,Whalestreet,Dexs,,,,,,32455459.0,116938280.0,216450249.0,209.74,203.48,,,,,,,,,,99.9
gmgn,GMGN,Trading App,,,,,,26238550.0,164932435.0,415697237.0,32.26,69.95,,,263202.0,5727699.0,39.87,206982.0,4249746.0,,,80.7
launchlab,LaunchLab,Launchpad,,,,,,25196982.0,121228172.0,251055299.0,53.8,1679.05,,,764559.0,6271145.0,20753.77,148469.0,1408356.0,,,94.6
terminal,Terminal,Telegram Bot,,,,,,19613854.0,108230824.0,481974913.0,4.41,52.27,,,224858.0,5512816.0,27.16,98309.0,2771296.0,,,68.4
meteora-dynamic-bonding-curve,Meteora Dynamic Bonding Curve,Launchpad,,,,,,16785327.0,120668362.0,360931772.0,12.16,67.32,,,84121.0,1086612.0,28.29,15197.0,200220.0,,,72.5
pump.fun-mobile-app,pump.fun Mobile App,Interface,,,,,,11615023.0,86060594.0,389882692.0,38.38,88.7,,,224981.0,7240703.0,101.15,117461.0,3572645.0,,,89.2
collector-crypt,Collector Crypt,Physical TCG,,,,,,4883839.0,31973077.0,127454617.0,-8.69,3.97,,,344469.0,10036735.0,-11.16,344469.0,10036735.0,,,45.0
trojan,Trojan,Telegram Bot,,,,,,3677437.0,24252173.0,108197158.0,13.59,-0.47,,,38996.0,1125313.0,-1.47,29987.0,877140.0,,,53.7
quay,Quay,Dexs,,,,,,2219385.0,33221691.0,91496830.0,15.76,28.57,,,,,,,,,,66.8
bloom-trading-bot,Bloom Trading Bot,Gaming,,,,,,1107564.0,6821910.0,23405400.0,72.92,39.57,,,,297976.0,-13.11,,232304.0,,,70.2
photon,Photon,Trading App,,,,,,1083671.0,6465265.0,46755461.0,3.87,1.3,,,11606.0,498242.0,-24.91,11606.0,498242.0,,,44.7
ave.ai,Ave.ai,Trading App,,,,,,1005195.0,6853861.0,25734062.0,6.58,68.45,,,,26199.0,82.67,,26199.0,,,78.5
phygitals,Phygitals,Physical TCG,,,,,,873033.0,7628426.0,23780992.0,82.34,96.67,,,0.0,504347.0,696.93,0.0,504347.0,,,96.7
bonkbot,BONKbot,Telegram Bot,,,,,,636040.0,5117368.0,21924200.0,14.24,32.9,,,5038.0,118053.0,49.88,3167.0,63402.0,,,73.0
soltradingbot,SolTradingBot,Telegram Bot,,,,,,521970.0,2282022.0,18944063.0,-26.87,73.32,,,1131.0,38705.0,-3.71,773.0,27373.0,,,52.6
beezie,Beezie,Physical TCG,,,,,,342469.0,2027866.0,12894042.0,-38.01,168.37,,,10705.0,401591.0,210.09,10705.0,401591.0,,,70.3
moonshot.money,moonshot.money,Trading App,,,,,,338863.0,2939955.0,14889418.0,0.72,0.03,,,3120.0,261043.0,21.43,3120.0,261043.0,,,56.1
telemetry,Telemetry,Trading App,,,,,,122260.0,940437.0,3839653.0,19.12,47.16,,,1304.0,41870.0,20.98,786.0,25124.0,,,70.7
pepeboost,Pepeboost,Telegram Bot,,,,,,96852.0,782136.0,5964737.0,3.41,187.22,,,671.0,54234.0,16.8,0.0,0.0,,,69.5
jupiter-aggregator,Jupiter Aggregator,DEX Aggregator,,,,,,,,,1.59,22.48,539590553.0,16009046937.0,135310.0,4425955.0,69.75,135310.0,4425955.0,,,69.6
metamask-wallet,MetaMask Wallet,Wallets,,,,,,,,,-22.04,,1043347.0,20870160.0,21108.0,507428.0,105.11,21108.0,507428.0,,,63.2
bitget-wallet-x,Bitget Wallet X,DEX Aggregator,,,,,,,,,-22.45,17.98,1497027.0,38864647.0,,,,,,,,45.8
0x-aggregator,0x Aggregator,DEX Aggregator,,,,,,,,,-15.6,-32.96,1389137.0,43569205.0,,,,,,,,32.1
okx-swap,OKX Swap,DEX Aggregator,,,,,,,,,18.95,9.37,206501857.0,3875150557.0,,,,,,,,62.1
defi-app-aggregator,Defi App Aggregator,DEX Aggregator,,,,,,,,,2.13,-7.86,3820687.0,101306196.0,,,,,,,,48.3
li.fi-dex-aggregator,LI.FI DEX Aggregator,DEX Aggregator,,,,,,,,,76.41,66.24,9500031.0,95538633.0,,,,,,,,91.6
rango,Rango,Bridge Aggregator,,,,,,,,,17.11,132.08,661375.0,50023342.0,7234.0,177040.0,,0.0,0.0,,,78.6
liquidmesh,LiquidMesh,DEX Aggregator,,,,,,,,,-28.72,81.0,2835413.0,101828230.0,,,,,,,,55.5
titan-exchange,Titan Exchange,DEX Aggregator,,,,,,,,,-0.4,-7.15,29423833.0,753180396.0,,,,,,,,47.3
binance-wallet,Binance Wallet,Wallets,,,,,,,,,-33.68,198.45,7122845.0,224839872.0,,,,,,,,56.3
dflow-aggregator,DFlow Aggregator,DEX Aggregator,,,,,,,,,8.18,82.18,328434417.0,9199506745.0,,,,,,,,72.4
debridge,deBridge,Bridge,,,,,,,,,,,,,3689.0,115551.0,50.02,3689.0,115551.0,,,
pinksale,PinkSale,Launchpad,,,,,,,,,,,,,16.0,44561.85,1368.91,16.0,44561.85,,,
ondo-yield-assets,Ondo Yield Assets,RWA,,,,,,,,,,,,,17479.0,521930.0,17.09,0.0,0.0,,,
maestro,Maestro,Telegram Bot,,,,,,,,,,,,,15439.0,358051.0,18.86,10696.0,237280.0,,,
fluid-lending,Fluid Lending,Lending,,,,,,,,,,,,,6805.0,67692.0,92.84,6805.0,67692.0,,,
definitive,Definitive,DEX Aggregator,,,,,,,,,,,,,2465.0,127988.0,75.05,2465.0,127988.0,,,
geodnet,Geodnet,Oracle,,,,,,,,,,,,,17502.0,596128.0,-6.92,17502.0,596128.0,,,
bloxroute,bloXroute,MEV,,,,,,,,,,,,,10547.0,269052.0,22.88,10547.0,269052.0,,,
blackrock-buidl,BlackRock BUIDL,RWA,,,,,,,,,,,,,111806.0,3070322.0,35.5,5444.0,155201.0,,,
mevx,MEVX,Telegram Bot,,,,,,,,,,,,,558.0,52960.0,8.56,558.0,52960.0,,,
metaplex,Metaplex,Launchpad,,,,,,,,,,,,,150.0,193288.0,18.36,150.0,193288.0,,,
dex-screener,DEX Screener,Coins Tracker,,,,,,,,,,,,,168864.0,5843512.0,44.95,168864.0,5843512.0,,,
dextools,DEXTools,Coins Tracker,,,,,,,,,,,,,1173.0,64404.0,22.64,1173.0,64404.0,,,
helio,Helio,Payments,,,,,,,,,,,,,2218.0,150905.0,39.39,2218.0,150905.0,,,
raybot,RayBot,Telegram Bot,,,,,,,,,,,,,962.0,35104.0,73.51,962.0,35104.0,,,
phantom-wallet,Phantom Wallet,Wallets,,,,,,,,,,,,,252476.0,7108098.0,25.97,252476.0,7108098.0,,,
jupiter-dca,Jupiter DCA,DCA Tools,,,,,,,,,,,,,7761.0,120627.0,323.53,7761.0,120627.0,,,
mayan-dex-aggregator,Mayan DEX Aggregator,DEX Aggregator,,,,,,,,,,,,,7262.0,149875.0,83.58,7262.0,149875.0,,,
jito-mev-tips,Jito MEV Tips,MEV,,,,,,,,,,,,,253132.0,4819741.0,30.31,10127.0,192782.0,,,
bonk.fun-launchpad,BONK.fun Launchpad,Launchpad,,,,,,,,,,,,,560018.0,5594544.0,3576.75,334392.0,3327719.0,,,
bags,Bags,Launchpad,,,,,,,,,,,,,2319.0,1544146.0,731.65,1160.0,772071.0,,,
moonshot-create,Moonshot Create,Launchpad,,,,,,,,,,,,,3475.0,93692.0,27.94,3395.0,92117.0,,,
jupiter-studio,Jupiter Studio,Launchpad,,,,,,,,,,,,,546.0,86285.0,139.4,437.0,77388.0,,,
graphite-protocol,Graphite Protocol,Launchpad,,,,,,,,,,,,,222928.0,2226269.0,3646.48,222928.0,2226269.0,,,
jito-dao,Jito DAO,DAO Service Provider,,,,,,,,,,,,,24016.0,401255.0,45.34,24016.0,401255.0,,,
apollo-diversified-credit-securitize-fund,Apollo Diversified Credit Securitize Fund,RWA,,,,,,,,,,,,,11833.0,110560.0,-27.93,252.0,7552.0,,,
vaneck-treasury-fund,VanEck Treasury Fund,RWA,,,,,,,,,,,,,1537.0,43134.0,2.61,80.0,2320.0,,,
geckoterminal,GeckoTerminal,Interface,,,,,,,,,,,,,3698.0,79239.0,112.25,3698.0,79239.0,,,
lab-terminal,LAB Terminal,Trading App,,,,,,,,,,,,,3222.0,135935.0,-31.07,,,,,
ore-protocol,ORE Protocol,Gamified Mining,,,,,,,,,,,,,88195.0,2518418.0,2.67,88195.0,2518418.0,,,
hivemapper,Hivemapper,DePIN,,,,,,,,,,,,,0.01,51053.31,11398.75,0.01,38290.23,,,
godl-protocol,GODL protocol,Gamified Mining,,,,,,,,,,,,,13842.0,354751.0,-16.39,13842.0,354751.0,,,
dfdvsol,dfdvSOL,Liquid Staking,,,,,,,,,,,,,34030.0,560094.58,84.25,888.0,11425.130000000001,,,
forward-industries-sol,Forward Industries SOL,Liquid Staking,,,,,,,,,,,,,44724.0,774546.01,28.61,1690.0,15409.01,,,
securitize-tokenized-aaa-clo-fund,Securitize Tokenized AAA CLO Fund,RWA,,,,,,,,,,,,,34140.0,1292048.0,19.91,2082.0,62343.0,,,
definity-staked-sol,Definity Staked SOL,Liquid Staking,,,,,,,,,,,,,6206.0,119941.83,32.43,440.0,7347.56,,,
hastra,Hastra,RWA,,,,,,,,,,,,,22348.0,672229.0,-25.47,0.0,0.0,,,
pagcrypto,PagCrypto,Payments,,,,,,,,,,,,,8395.0,108913.94,21.56,8395.0,108913.94,,,
pyth-pro,Pyth Pro,Oracle,,,,,,,,,,,,,0.0,722897.0,44.41,0.0,433738.0,,,
harmonic,Harmonic,MEV,,,,,,,,,,,,,26335.0,510032.0,20.26,0.0,0.0,,,
nozomi,Nozomi,Developer Tools,,,,,,,,,,,,,18091.0,511779.0,-18.13,0.0,0.0,,,
phoenix-perp,Phoenix Perp,Derivatives,,,,,,,,,,,,,7184.0,232791.0,-24.29,,,,,
easya-kickstart,EasyA Kickstart,Launchpad,,,,,,,,,,,,,252.0,73967.0,8.69,101.0,29544.0,,,
render-network-bme,Render Network BME,DePIN,,,,,,,,,,,,,5962.0,212825.0,109.82,5962.0,212825.0,,,
squeeze,Squeeze,Launchpad,,,,,,,,,,,,,0.0,97071.12000000001,51.94,0.0,97071.12000000001,,,
ansem.io,Ansem.io,Launchpad,,,,,,,,,,,,,17.04,471835.61,-70.41,17.04,471835.61,,,
lp-agent,LP Agent,Liquidity Automation,,,,,,,,,,,,,27621.0,642908.0,131.03,2206.0,51404.0,,,
bidgrid,BidGrid,Gamified Mining,,,,,,,,,,,,,50789.0,719162.0,1686.21,31441.0,455225.0,,,
rapid-launch,Rapid Launch,Launchpad,,,,,,,,,,,,,7972.0,157032.0,10.43,6889.0,135732.0,,,
attention-mine,Attention Mine,Gamified Mining,,,,,,,,,,,,,17686.0,380524.0,,17670.0,380430.0,,,
valhalla,Valhalla,Liquidity Automation,,,,,,,,,,,,,49275.0,879989.0,254.4,,13225.0,,,
